"Year","Offence_Type","Gender_Accused","Relationship_Type","Total_Offences","Cleared_Offences","Clearance_Rate"
"2020","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","0","0",
"2020","Inciting and assisting suicide (art. 115)","female","former partnership","1","0","0"
"2020","Inciting and assisting suicide (art. 115)","female","other family relationship","1","0","0"
"2020","Inciting and assisting suicide (art. 115)","female","parent-child relationship","1","1","1"
"2020","Inciting and assisting suicide (art. 115)","female","partnership","1","0","0"
"2020","Inciting and assisting suicide (art. 115)","female","Total","1","1","1"
"2020","Inciting and assisting suicide (art. 115)","male","former partnership","1","0","0"
"2020","Inciting and assisting suicide (art. 115)","male","other family relationship","1","0","0"
"2020","Inciting and assisting suicide (art. 115)","male","parent-child relationship","1","1","1"
"2020","Inciting and assisting suicide (art. 115)","male","partnership","1","0","0"
"2020","Inciting and assisting suicide (art. 115)","male","Total","1","1","1"
"2020","Indecent assault (art. 189)","female","former partnership","229","2","0.008734"
"2020","Indecent assault (art. 189)","female","other family relationship","229","2","0.008734"
"2020","Indecent assault (art. 189)","female","parent-child relationship","229","3","0.0131"
"2020","Indecent assault (art. 189)","female","partnership","229","5","0.021834"
"2020","Indecent assault (art. 189)","female","Total","229","10","0.043668"
"2020","Indecent assault (art. 189)","male","former partnership","229","59","0.257642"
"2020","Indecent assault (art. 189)","male","other family relationship","229","27","0.117904"
"2020","Indecent assault (art. 189)","male","parent-child relationship","229","24","0.104803"
"2020","Indecent assault (art. 189)","male","partnership","229","104","0.454148"
"2020","Indecent assault (art. 189)","male","Total","229","213","0.930131"
"2020","Insult (art. 177)","female","former partnership","3815","213","0.055832"
"2020","Insult (art. 177)","female","other family relationship","3815","81","0.021232"
"2020","Insult (art. 177)","female","parent-child relationship","3815","113","0.02962"
"2020","Insult (art. 177)","female","partnership","3815","464","0.121625"
"2020","Insult (art. 177)","female","Total","3815","845","0.221494"
"2020","Insult (art. 177)","male","former partnership","3815","861","0.225688"
"2020","Insult (art. 177)","male","other family relationship","3815","197","0.051638"
"2020","Insult (art. 177)","male","parent-child relationship","3815","249","0.065269"
"2020","Insult (art. 177)","male","partnership","3815","1531","0.401311"
"2020","Insult (art. 177)","male","Total","3815","2723","0.713761"
"2020","Misuse of a telecommunications installation (art. 179septies)","female","former partnership","532","51","0.095865"
"2020","Misuse of a telecommunications installation (art. 179septies)","female","other family relationship","532","6","0.011278"
"2020","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","532","2","0.003759"
"2020","Misuse of a telecommunications installation (art. 179septies)","female","partnership","532","7","0.013158"
"2020","Misuse of a telecommunications installation (art. 179septies)","female","Total","532","65","0.12218"
"2020","Misuse of a telecommunications installation (art. 179septies)","male","former partnership","532","345","0.648496"
"2020","Misuse of a telecommunications installation (art. 179septies)","male","other family relationship","532","13","0.024436"
"2020","Misuse of a telecommunications installation (art. 179septies)","male","parent-child relationship","532","7","0.013158"
"2020","Misuse of a telecommunications installation (art. 179septies)","male","partnership","532","80","0.150376"
"2020","Misuse of a telecommunications installation (art. 179septies)","male","Total","532","433","0.81391"
"2020","Rape (art. 190)","female","former partnership","268","0","0"
"2020","Rape (art. 190)","female","other family relationship","268","0","0"
"2020","Rape (art. 190)","female","parent-child relationship","268","0","0"
"2020","Rape (art. 190)","female","partnership","268","0","0"
"2020","Rape (art. 190)","female","Total","268","0","0"
"2020","Rape (art. 190)","male","former partnership","268","94","0.350746"
"2020","Rape (art. 190)","male","other family relationship","268","14","0.052239"
"2020","Rape (art. 190)","male","parent-child relationship","268","15","0.05597"
"2020","Rape (art. 190)","male","partnership","268","132","0.492537"
"2020","Rape (art. 190)","male","Total","268","249","0.929104"
"2020","Serious assault (art. 122)","female","former partnership","124","6","0.048387"
"2020","Serious assault (art. 122)","female","other family relationship","124","4","0.032258"
"2020","Serious assault (art. 122)","female","parent-child relationship","124","13","0.104839"
"2020","Serious assault (art. 122)","female","partnership","124","9","0.072581"
"2020","Serious assault (art. 122)","female","Total","124","32","0.258065"
"2020","Serious assault (art. 122)","male","former partnership","124","28","0.225806"
"2020","Serious assault (art. 122)","male","other family relationship","124","16","0.129032"
"2020","Serious assault (art. 122)","male","parent-child relationship","124","18","0.145161"
"2020","Serious assault (art. 122)","male","partnership","124","39","0.314516"
"2020","Serious assault (art. 122)","male","Total","124","99","0.798387"
"2020","Sexual acts with children (art. 187)","female","former partnership","390","0","0"
"2020","Sexual acts with children (art. 187)","female","other family relationship","390","7","0.017949"
"2020","Sexual acts with children (art. 187)","female","parent-child relationship","390","20","0.051282"
"2020","Sexual acts with children (art. 187)","female","partnership","390","1","0.002564"
"2020","Sexual acts with children (art. 187)","female","Total","390","26","0.066667"
"2020","Sexual acts with children (art. 187)","male","former partnership","390","12","0.030769"
"2020","Sexual acts with children (art. 187)","male","other family relationship","390","104","0.266667"
"2020","Sexual acts with children (art. 187)","male","parent-child relationship","390","163","0.417949"
"2020","Sexual acts with children (art. 187)","male","partnership","390","24","0.061538"
"2020","Sexual acts with children (art. 187)","male","Total","390","298","0.764103"
"2020","Sexual acts with dependent persons (art. 188)","female","former partnership","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","female","other family relationship","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","female","parent-child relationship","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","female","partnership","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","female","Total","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","male","former partnership","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","male","other family relationship","1","1","1"
"2020","Sexual acts with dependent persons (art. 188)","male","parent-child relationship","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","male","partnership","1","0","0"
"2020","Sexual acts with dependent persons (art. 188)","male","Total","1","1","1"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","former partnership","34","0","0"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","other family relationship","34","0","0"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","parent-child relationship","34","1","0.029412"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","partnership","34","0","0"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","female","Total","34","1","0.029412"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","former partnership","34","8","0.235294"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","other family relationship","34","7","0.205882"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","parent-child relationship","34","6","0.176471"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","partnership","34","12","0.352941"
"2020","Sexual acts with persons incapable of judgement or resistance (art. 191)","male","Total","34","33","0.970588"
"2020","Sexual harassment (art. 198)","female","former partnership","54","0","0"
"2020","Sexual harassment (art. 198)","female","other family relationship","54","0","0"
"2020","Sexual harassment (art. 198)","female","parent-child relationship","54","0","0"
"2020","Sexual harassment (art. 198)","female","partnership","54","1","0.018519"
"2020","Sexual harassment (art. 198)","female","Total","54","1","0.018519"
"2020","Sexual harassment (art. 198)","male","former partnership","54","24","0.444444"
"2020","Sexual harassment (art. 198)","male","other family relationship","54","5","0.092593"
"2020","Sexual harassment (art. 198)","male","parent-child relationship","54","7","0.12963"
"2020","Sexual harassment (art. 198)","male","partnership","54","16","0.296296"
"2020","Sexual harassment (art. 198)","male","Total","54","50","0.925926"
"2020","Threatening behaviour (art. 180)","female","former partnership","4220","147","0.034834"
"2020","Threatening behaviour (art. 180)","female","other family relationship","4220","69","0.016351"
"2020","Threatening behaviour (art. 180)","female","parent-child relationship","4220","88","0.020853"
"2020","Threatening behaviour (art. 180)","female","partnership","4220","329","0.077962"
"2020","Threatening behaviour (art. 180)","female","Total","4220","614","0.145498"
"2020","Threatening behaviour (art. 180)","male","former partnership","4220","1007","0.238626"
"2020","Threatening behaviour (art. 180)","male","other family relationship","4220","278","0.065877"
"2020","Threatening behaviour (art. 180)","male","parent-child relationship","4220","332","0.078673"
"2020","Threatening behaviour (art. 180)","male","partnership","4220","1819","0.431043"
"2020","Threatening behaviour (art. 180)","male","Total","4220","3249","0.769905"
"2020","Total domestic violence","female","former partnership","20124","645","0.032051"
"2020","Total domestic violence","female","other family relationship","20124","273","0.013566"
"2020","Total domestic violence","female","parent-child relationship","20124","559","0.027778"
"2020","Total domestic violence","female","partnership","20124","1418","0.070463"
"2020","Total domestic violence","female","Total","20124","2781","0.138193"
"2020","Total domestic violence","male","former partnership","20124","2277","0.113148"
"2020","Total domestic violence","male","other family relationship","20124","792","0.039356"
"2020","Total domestic violence","male","parent-child relationship","20124","1281","0.063655"
"2020","Total domestic violence","male","partnership","20124","4387","0.217998"
"2020","Total domestic violence","male","Total","20124","8098","0.402405"
"2020","Willful defamation (art. 174)","female","former partnership","251","62","0.247012"
"2020","Willful defamation (art. 174)","female","other family relationship","251","28","0.111554"
"2020","Willful defamation (art. 174)","female","parent-child relationship","251","8","0.031873"
"2020","Willful defamation (art. 174)","female","partnership","251","26","0.103586"
"2020","Willful defamation (art. 174)","female","Total","251","123","0.49004"
"2020","Willful defamation (art. 174)","male","former partnership","251","79","0.314741"
"2020","Willful defamation (art. 174)","male","other family relationship","251","18","0.071713"
"2020","Willful defamation (art. 174)","male","parent-child relationship","251","7","0.027888"
"2020","Willful defamation (art. 174)","male","partnership","251","19","0.075697"
"2020","Willful defamation (art. 174)","male","Total","251","120","0.478088"
"2021","Abandonment (art. 127)","female","former partnership","6","0","0"
"2021","Abandonment (art. 127)","female","other family relationship","6","0","0"
"2021","Abandonment (art. 127)","female","parent-child relationship","6","2","0.333333"
"2021","Abandonment (art. 127)","female","partnership","6","1","0.166667"
"2021","Abandonment (art. 127)","female","Total","6","3","0.5"
"2021","Abandonment (art. 127)","male","former partnership","6","0","0"
"2021","Abandonment (art. 127)","male","other family relationship","6","1","0.166667"
"2021","Abandonment (art. 127)","male","parent-child relationship","6","2","0.333333"
"2021","Abandonment (art. 127)","male","partnership","6","0","0"
"2021","Abandonment (art. 127)","male","Total","6","3","0.5"
"2021","Acts of aggression (art. 126)","female","former partnership","6434","266","0.041343"
"2021","Acts of aggression (art. 126)","female","other family relationship","6434","114","0.017718"
"2021","Acts of aggression (art. 126)","female","parent-child relationship","6434","365","0.05673"
"2021","Acts of aggression (art. 126)","female","partnership","6434","969","0.150606"
"2021","Acts of aggression (art. 126)","female","Total","6434","1660","0.258004"
"2021","Acts of aggression (art. 126)","male","former partnership","6434","769","0.119521"
"2021","Acts of aggression (art. 126)","male","other family relationship","6434","227","0.035281"
"2021","Acts of aggression (art. 126)","male","parent-child relationship","6434","665","0.103357"
"2021","Acts of aggression (art. 126)","male","partnership","6434","2565","0.398663"
"2021","Acts of aggression (art. 126)","male","Total","6434","3982","0.6189"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","female","former partnership","6","0","0"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","female","other family relationship","6","0","0"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","female","parent-child relationship","6","1","0.166667"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","female","partnership","6","0","0"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","female","Total","6","1","0.166667"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","male","former partnership","6","0","0"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","male","other family relationship","6","2","0.333333"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","male","parent-child relationship","6","1","0.166667"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","male","partnership","6","3","0.5"
"2021","Acts preparatory to the commission of an offence (art. 260bis)","male","Total","6","6","1"
"2021","Administering substances capable of causing injury to children (art. 136)","female","former partnership","11","0","0"
"2021","Administering substances capable of causing injury to children (art. 136)","female","other family relationship","11","2","0.181818"
"2021","Administering substances capable of causing injury to children (art. 136)","female","parent-child relationship","11","3","0.272727"
"2021","Administering substances capable of causing injury to children (art. 136)","female","partnership","11","0","0"
"2021","Administering substances capable of causing injury to children (art. 136)","female","Total","11","5","0.454545"
"2021","Administering substances capable of causing injury to children (art. 136)","male","former partnership","11","0","0"
"2021","Administering substances capable of causing injury to children (art. 136)","male","other family relationship","11","1","0.090909"
"2021","Administering substances capable of causing injury to children (art. 136)","male","parent-child relationship","11","6","0.545455"
"2021","Administering substances capable of causing injury to children (art. 136)","male","partnership","11","0","0"
"2021","Administering substances capable of causing injury to children (art. 136)","male","Total","11","7","0.636364"
"2021","Coercion (art. 181)","female","former partnership","829","49","0.059107"
"2021","Coercion (art. 181)","female","other family relationship","829","14","0.016888"
"2021","Coercion (art. 181)","female","parent-child relationship","829","27","0.032569"
"2021","Coercion (art. 181)","female","partnership","829","26","0.031363"
"2021","Coercion (art. 181)","female","Total","829","115","0.138721"
"2021","Coercion (art. 181)","male","former partnership","829","337","0.406514"
"2021","Coercion (art. 181)","male","other family relationship","829","40","0.048251"
"2021","Coercion (art. 181)","male","parent-child relationship","829","47","0.056695"
"2021","Coercion (art. 181)","male","partnership","829","260","0.313631"
"2021","Coercion (art. 181)","male","Total","829","661","0.797346"
"2021","Common assault (art. 123)","female","former partnership","2028","58","0.0286"
"2021","Common assault (art. 123)","female","other family relationship","2028","31","0.015286"
"2021","Common assault (art. 123)","female","parent-child relationship","2028","120","0.059172"
"2021","Common assault (art. 123)","female","partnership","2028","246","0.121302"
"2021","Common assault (art. 123)","female","Total","2028","448","0.220907"
"2021","Common assault (art. 123)","male","former partnership","2028","284","0.140039"
"2021","Common assault (art. 123)","male","other family relationship","2028","120","0.059172"
"2021","Common assault (art. 123)","male","parent-child relationship","2028","224","0.110454"
"2021","Common assault (art. 123)","male","partnership","2028","847","0.417653"
"2021","Common assault (art. 123)","male","Total","2028","1410","0.695266"
"2021","Defamation (art. 173)","female","former partnership","256","72","0.28125"
"2021","Defamation (art. 173)","female","other family relationship","256","32","0.125"
"2021","Defamation (art. 173)","female","parent-child relationship","256","7","0.027344"
"2021","Defamation (art. 173)","female","partnership","256","17","0.066406"
"2021","Defamation (art. 173)","female","Total","256","127","0.496094"
"2021","Defamation (art. 173)","male","former partnership","256","75","0.292969"
"2021","Defamation (art. 173)","male","other family relationship","256","28","0.109375"
"2021","Defamation (art. 173)","male","parent-child relationship","256","14","0.054688"
"2021","Defamation (art. 173)","male","partnership","256","17","0.066406"
"2021","Defamation (art. 173)","male","Total","256","131","0.511719"
"2021","Endangering life (art. 129)","female","former partnership","106","3","0.028302"
"2021","Endangering life (art. 129)","female","other family relationship","106","1","0.009434"
"2021","Endangering life (art. 129)","female","parent-child relationship","106","1","0.009434"
"2021","Endangering life (art. 129)","female","partnership","106","5","0.04717"
"2021","Endangering life (art. 129)","female","Total","106","10","0.09434"
"2021","Endangering life (art. 129)","male","former partnership","106","31","0.292453"
"2021","Endangering life (art. 129)","male","other family relationship","106","9","0.084906"
"2021","Endangering life (art. 129)","male","parent-child relationship","106","9","0.084906"
"2021","Endangering life (art. 129)","male","partnership","106","50","0.471698"
"2021","Endangering life (art. 129)","male","Total","106","96","0.90566"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","female","former partnership","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","female","other family relationship","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","female","parent-child relationship","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","female","partnership","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","female","Total","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","male","former partnership","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","male","other family relationship","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","male","parent-child relationship","1","0","0"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","male","partnership","1","1","1"
"2021","Exploitation of a person in a position of need or dependency (art. 193)","male","Total","1","1","1"
"2021","False imprisonment and abduction (art. 183)","female","former partnership","111","3","0.027027"
"2021","False imprisonment and abduction (art. 183)","female","other family relationship","111","0","0"
"2021","False imprisonment and abduction (art. 183)","female","parent-child relationship","111","9","0.081081"
"2021","False imprisonment and abduction (art. 183)","female","partnership","111","2","0.018018"
"2021","False imprisonment and abduction (art. 183)","female","Total","111","14","0.126126"
"2021","False imprisonment and abduction (art. 183)","male","former partnership","111","27","0.243243"
"2021","False imprisonment and abduction (art. 183)","male","other family relationship","111","5","0.045045"
"2021","False imprisonment and abduction (art. 183)","male","parent-child relationship","111","13","0.117117"
"2021","False imprisonment and abduction (art. 183)","male","partnership","111","54","0.486486"
"2021","False imprisonment and abduction (art. 183)","male","Total","111","97","0.873874"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","female","former partnership","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","female","other family relationship","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","female","parent-child relationship","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","female","partnership","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","female","Total","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","male","former partnership","2","1","0.5"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","male","other family relationship","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","male","parent-child relationship","2","1","0.5"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","male","partnership","2","0","0"
"2021","False imprisonment and abduction: aggravating circumstances (art. 184)","male","Total","2","2","1"
"2021","Female genital mutilation (art. 124)","female","former partnership","2","0","0"
"2021","Female genital mutilation (art. 124)","female","other family relationship","2","0","0"
"2021","Female genital mutilation (art. 124)","female","parent-child relationship","2","1","0.5"
"2021","Female genital mutilation (art. 124)","female","partnership","2","0","0"
"2021","Female genital mutilation (art. 124)","female","Total","2","1","0.5"
"2021","Female genital mutilation (art. 124)","male","former partnership","2","0","0"
"2021","Female genital mutilation (art. 124)","male","other family relationship","2","0","0"
"2021","Female genital mutilation (art. 124)","male","parent-child relationship","2","0","0"
"2021","Female genital mutilation (art. 124)","male","partnership","2","0","0"
"2021","Female genital mutilation (art. 124)","male","Total","2","0","0"
"2021","Forced marriage, forced registered partnership (art. 181a)","female","former partnership","8","0","0"
"2021","Forced marriage, forced registered partnership (art. 181a)","female","other family relationship","8","1","0.125"
"2021","Forced marriage, forced registered partnership (art. 181a)","female","parent-child relationship","8","1","0.125"
"2021","Forced marriage, forced registered partnership (art. 181a)","female","partnership","8","0","0"
"2021","Forced marriage, forced registered partnership (art. 181a)","female","Total","8","2","0.25"
"2021","Forced marriage, forced registered partnership (art. 181a)","male","former partnership","8","3","0.375"
"2021","Forced marriage, forced registered partnership (art. 181a)","male","other family relationship","8","0","0"
"2021","Forced marriage, forced registered partnership (art. 181a)","male","parent-child relationship","8","0","0"
"2021","Forced marriage, forced registered partnership (art. 181a)","male","partnership","8","5","0.625"
"2021","Forced marriage, forced registered partnership (art. 181a)","male","Total","8","8","1"
"2021","Homicides attempted (art. 111-113/116)","female","former partnership","46","1","0.021739"
"2021","Homicides attempted (art. 111-113/116)","female","other family relationship","46","1","0.021739"
"2021","Homicides attempted (art. 111-113/116)","female","parent-child relationship","46","2","0.043478"
"2021","Homicides attempted (art. 111-113/116)","female","partnership","46","8","0.173913"
"2021","Homicides attempted (art. 111-113/116)","female","Total","46","12","0.26087"
"2021","Homicides attempted (art. 111-113/116)","male","former partnership","46","6","0.130435"
"2021","Homicides attempted (art. 111-113/116)","male","other family relationship","46","4","0.086957"
"2021","Homicides attempted (art. 111-113/116)","male","parent-child relationship","46","4","0.086957"
"2021","Homicides attempted (art. 111-113/116)","male","partnership","46","20","0.434783"
"2021","Homicides attempted (art. 111-113/116)","male","Total","46","34","0.73913"
"2021","Homicides completed (art. 111–113/116)","female","former partnership","23","0","0"
"2021","Homicides completed (art. 111–113/116)","female","other family relationship","23","1","0.043478"
"2021","Homicides completed (art. 111–113/116)","female","parent-child relationship","23","1","0.043478"
"2021","Homicides completed (art. 111–113/116)","female","partnership","23","1","0.043478"
"2021","Homicides completed (art. 111–113/116)","female","Total","23","3","0.130435"
"2021","Homicides completed (art. 111–113/116)","male","former partnership","23","3","0.130435"
"2021","Homicides completed (art. 111–113/116)","male","other family relationship","23","1","0.043478"
"2021","Homicides completed (art. 111–113/116)","male","parent-child relationship","23","3","0.130435"
"2021","Homicides completed (art. 111–113/116)","male","partnership","23","12","0.521739"
"2021","Homicides completed (art. 111–113/116)","male","Total","23","19","0.826087"
"2021","Hostage taking (art. 185)","female","former partnership","0","0",
"2021","Hostage taking (art. 185)","female","other family relationship","0","0",
"2021","Hostage taking (art. 185)","female","parent-child relationship","0","0",
"2021","Hostage taking (art. 185)","female","partnership","0","0",
"2021","Hostage taking (art. 185)","female","Total","0","0",
"2021","Hostage taking (art. 185)","male","former partnership","0","0",
"2021","Hostage taking (art. 185)","male","other family relationship","0","0",
"2021","Hostage taking (art. 185)","male","parent-child relationship","0","0",
"2021","Hostage taking (art. 185)","male","partnership","0","0",
"2021","Hostage taking (art. 185)","male","Total","0","0",
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","former partnership","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","other family relationship","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","parent-child relationship","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","partnership","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","female","Total","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","former partnership","4","1","0.25"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","other family relationship","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","parent-child relationship","4","0","0"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","partnership","4","3","0.75"
"2021","Illegal abortion without the consent of the pregnant woman (art. 118 para. 2)","male","Total","4","4","1"
"2021","Inciting and assisting suicide (art. 115)","female","former partnership","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","female","other family relationship","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","female","parent-child relationship","1","1","1"
"2021","Inciting and assisting suicide (art. 115)","female","partnership","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","female","Total","1","1","1"
"2021","Inciting and assisting suicide (art. 115)","male","former partnership","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","male","other family relationship","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","male","parent-child relationship","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","male","partnership","1","0","0"
"2021","Inciting and assisting suicide (art. 115)","male","Total","1","0","0"
"2021","Indecent assault (art. 189)","female","former partnership","198","5","0.025253"
"2021","Indecent assault (art. 189)","female","other family relationship","198","1","0.005051"
"2021","Indecent assault (art. 189)","female","parent-child relationship","198","1","0.005051"
"2021","Indecent assault (art. 189)","female","partnership","198","0","0"
"2021","Indecent assault (art. 189)","female","Total","198","7","0.035354"
"2021","Indecent assault (art. 189)","male","former partnership","198","43","0.217172"
"2021","Indecent assault (art. 189)","male","other family relationship","198","23","0.116162"
"2021","Indecent assault (art. 189)","male","parent-child relationship","198","23","0.116162"
"2021","Indecent assault (art. 189)","male","partnership","198","98","0.494949"
"2021","Indecent assault (art. 189)","male","Total","198","182","0.919192"
"2021","Insult (art. 177)","female","former partnership","3611","218","0.060371"
"2021","Insult (art. 177)","female","other family relationship","3611","97","0.026862"
"2021","Insult (art. 177)","female","parent-child relationship","3611","106","0.029355"
"2021","Insult (art. 177)","female","partnership","3611","412","0.114096"
"2021","Insult (art. 177)","female","Total","3611","812","0.224868"
"2021","Insult (art. 177)","male","former partnership","3611","844","0.23373"
"2021","Insult (art. 177)","male","other family relationship","3611","184","0.050955"
"2021","Insult (art. 177)","male","parent-child relationship","3611","256","0.070894"
"2021","Insult (art. 177)","male","partnership","3611","1434","0.39712"
"2021","Insult (art. 177)","male","Total","3611","2601","0.720299"
"2021","Misuse of a telecommunications installation (art. 179septies)","female","former partnership","526","52","0.098859"
"2021","Misuse of a telecommunications installation (art. 179septies)","female","other family relationship","526","4","0.007605"
"2021","Misuse of a telecommunications installation (art. 179septies)","female","parent-child relationship","526","7","0.013308"
"2021","Misuse of a telecommunications installation (art. 179septies)","female","partnership","526","6","0.011407"
"2021","Misuse of a telecommunications installation (art. 179septies)","female","Total","526","69","0.131179"
"2021","Misuse of a telecommunications installation (art. 179septies)","male","former partnership","526","307","0.58365"
"2021","Misuse of a telecommunications installation (art. 179septies)","male","other family relationship","526","15","0.028517"
"2021","Misuse of a telecommunications installation (art. 179septies)","male","parent-child relationship","526","14","0.026616"
"2021","Misuse of a telecommunications installation (art. 179septies)","male","partnership","526","84","0.159696"
"2021","Misuse of a telecommunications installation (art. 179septies)","male","Total","526","406","0.771863"
"2021","Rape (art. 190)","female","former partnership","244","0","0"
"2021","Rape (art. 190)","female","other family relationship","244","0","0"
"2021","Rape (art. 190)","female","parent-child relationship","244","0","0"
"2021","Rape (art. 190)","female","partnership","244","0","0"
"2021","Rape (art. 190)","female","Total","244","0","0"
"2021","Rape (art. 190)","male","former partnership","244","77","0.315574"
"2021","Rape (art. 190)","male","other family relationship","244","13","0.053279"
"2021","Rape (art. 190)","male","parent-child relationship","244","14","0.057377"
"2021","Rape (art. 190)","male","partnership","244","137","0.561475"
"2021","Rape (art. 190)","male","Total","244","241","0.987705"
"2021","Serious assault (art. 122)","female","former partnership","108","5","0.046296"
"2021","Serious assault (art. 122)","female","other family relationship","108","2","0.018519"
"2021","Serious assault (art. 122)","female","parent-child relationship","108","7","0.064815"
"2021","Serious assault (art. 122)","female","partnership","108","11","0.101852"
"2021","Serious assault (art. 122)","female","Total","108","24","0.222222"
"2021","Serious assault (art. 122)","male","former partnership","108","17","0.157407"
"2021","Serious assault (art. 122)","male","other family relationship","108","9","0.083333"
"2021","Serious assault (art. 122)","male","parent-child relationship","108","22","0.203704"
"2021","Serious assault (art. 122)","male","partnership","108","38","0.351852"
"2021","Serious assault (art. 122)","male","Total","108","86","0.796296"
"2021","Sexual acts with children (art. 187)","female","former partnership","393","0","0"
"2021","Sexual acts with children (art. 187)","female","other family relationship","393","5","0.012723"
"2021","Sexual acts with children (art. 187)","female","parent-child relationship","393","22","0.05598"
"2021","Sexual acts with children (art. 187)","female","partnership","393","1","0.002545"
"2021","Sexual acts with children (art. 187)","female","Total","393","28","0.071247"
"2021","Sexual acts with children (art. 187)","male","former partnership","393","16","0.040712"
"2021","Sexual acts with children (art. 187)","male","other family relationship","393","94","0.239186"
"2021","Sexual acts with children (art. 187)","male","parent-child relationship","393","170","0.43257"
"2021","Sexual acts with children (art. 187)","male","partnership","393","19","0.048346"
"2021","Sexual acts with children (art. 187)","male","Total","393","298","0.75827"
"2021","Sexual acts with dependent persons (art. 188)","female","former partnership","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","female","other family relationship","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","female","parent-child relationship","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","female","partnership","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","female","Total","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","male","former partnership","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","male","other family relationship","2","1","0.5"
"2021","Sexual acts with dependent persons (art. 188)","male","parent-child relationship","2","1","0.5"
"2021","Sexual acts with dependent persons (art. 188)","male","partnership","2","0","0"
"2021","Sexual acts with dependent persons (art. 188)","male","Total","2","2","1"
